400,30.728485,280,10.000000,885.835714,2778.000000,689.870692
400,19.753396,180,2.000000,26.044444,64.000000,14.467773
400,23.034354,210,2.000000,28.019048,68.000000,16.093317
400,8.711166,80,13.000000,31.337500,70.000000,12.194566
400,2.096706,20,36.000000,41.800000,67.000000,7.060640
400,37.008644,340,27.000000,2256.105882,6381.000000,1788.935512
400,4.306787,40,12.000000,34.950000,61.000000,12.965338
400,15.330688,140,2.000000,26.628571,71.000000,14.241162
400,14.307574,130,2.000000,26.584615,61.000000,14.535060
400,16.477806,150,2.000000,25.313333,63.000000,13.862284
400,6.533092,60,13.000000,32.450000,71.000000,13.181169
400,31.689438,290,13.000000,1394.372414,4305.000000,1131.985609
400,12.086669,110,5.000000,27.390909,63.000000,13.245803
400,17.536572,160,2.000000,26.068750,63.000000,14.300073
400,9.808560,90,13.000000,29.433333,71.000000,12.269493
400,35.768978,330,25.000000,2384.542424,6572.000000,1857.299700
400,20.873314,190,2.000000,26.468421,67.000000,14.678803
400,26.381342,240,19.000000,524.987500,1740.000000,423.612186
400,0.999001,10,38.000000,40.100000,43.000000,1.852926
400,25.220338,230,7.000000,82.626087,232.000000,55.541473
400,10.899565,100,5.000000,27.490000,62.000000,13.595524
400,7.651915,70,13.000000,33.142857,73.000000,13.047611
400,18.731610,170,2.000000,28.094118,70.000000,14.745272
400,32.702747,300,29.000000,1872.926667,5242.000000,1454.290819
400,28.385010,260,4.000000,834.223077,2726.000000,668.019036
400,27.059361,250,8.000000,644.384000,2049.000000,510.450723
400,21.720239,200,2.000000,25.870000,66.000000,15.118065
400,33.680362,310,19.000000,1888.825806,5500.000000,1498.449385
400,5.408781,50,13.000000,35.240000,71.000000,12.736834
400,24.096442,220,2.000000,59.595455,253.000000,59.802987
400,3.203384,30,13.000000,30.433333,41.000000,11.950136
400,13.127639,120,5.000000,28.200000,67.000000,12.814514
400,34.697633,320,9.000000,1739.787500,4992.000000,1357.711512
400,29.203146,270,14.000000,1117.888889,3336.000000,856.158431
500,12.087436,110,4.000000,28.200000,77.000000,16.244011
500,16.487477,150,4.000000,28.386667,74.000000,15.692424
500,18.734037,170,4.000000,51.535294,236.000000,45.538740
500,27.067767,250,23.000000,2042.156000,5795.000000,1600.080905
500,28.396045,260,4.000000,2285.680769,6194.000000,1757.872679
500,23.038843,210,19.000000,901.585714,2684.000000,704.650869
500,6.528876,60,4.000000,25.750000,73.000000,19.780683
500,24.083951,220,25.000000,1137.122727,3423.000000,905.569418
500,13.120601,120,4.000000,28.958333,70.000000,15.205260
500,2.095719,20,16.000000,39.100000,107.000000,25.624618
500,0.999101,10,49.000000,55.500000,75.000000,7.291548
500,10.907282,100,4.000000,28.050000,75.000000,16.629884
500,4.304236,40,4.000000,21.275000,81.000000,22.352637
500,21.723540,200,13.000000,581.560000,1793.000000,453.384809
500,8.703743,80,4.000000,25.962500,54.000000,16.929073
500,5.408525,50,4.000000,26.200000,74.000000,21.655937
500,20.867884,190,17.000000,202.184211,659.000000,170.697488
500,19.755397,180,6.000000,45.150000,99.000000,20.578634
500,17.543860,160,4.000000,28.112500,77.000000,15.474868
500,25.171685,230,21.000000,1476.047826,4414.000000,1190.173685
500,7.648693,70,4.000000,26.385714,67.000000,18.748753
500,3.205679,30,6.000000,25.600000,73.000000,20.383563
500,26.369336,240,9.000000,1504.162500,4238.000000,1139.369823
500,14.312068,130,4.000000,29.584615,157.000000,20.035157
500,9.806934,90,4.000000,26.044444,58.000000,15.694350
500,15.338056,140,4.000000,29.900000,78.000000,16.789557
750,8.707925,80,15.000000,46.950000,108.000000,20.887826
750,14.313479,130,10.000000,271.223077,779.000000,189.793779
750,13.121564,120,18.000000,278.866667,1076.000000,246.968441
750,9.806464,90,8.000000,46.300000,106.000000,26.037764
750,17.544747,160,39.000000,1487.562500,4066.000000,1154.410605
750,4.307393,40,16.000000,36.175000,67.000000,16.743751
750,7.651042,70,15.000000,46.714286,87.000000,21.450410
750,15.328548,140,35.000000,942.250000,2770.000000,757.160116
750,6.531404,60,14.000000,42.133333,108.000000,22.927643
750,2.096716,20,44.000000,54.200000,81.000000,9.316652
750,3.205479,30,15.000000,40.900000,64.000000,18.276327
750,16.480592,150,34.000000,1176.446667,3640.000000,943.260257
750,10.895388,100,8.000000,41.820000,108.000000,24.311273
750,0.999101,10,44.000000,45.900000,51.000000,2.024846
750,18.725651,170,30.000000,2525.941176,6433.000000,1867.766754
750,19.754566,180,24.000000,2346.333333,6318.000000,1829.700406
750,5.409832,50,16.000000,35.460000,85.000000,15.816821
750,12.085150,110,7.000000,41.990909,106.000000,23.692021
1000,4.304794,40,57.000000,76.950000,124.000000,16.225889
1000,0.999001,10,91.000000,102.200000,134.000000,11.820885
1000,8.702350,80,3.000000,57.600000,114.000000,29.474555
1000,7.650508,70,34.000000,66.900000,128.000000,26.676891
1000,6.532980,60,38.000000,65.150000,131.000000,22.541732
1000,10.906127,100,60.000000,696.390000,1943.000000,520.293427
1000,9.814794,90,3.000000,245.433333,839.000000,195.814866
1000,12.085123,110,60.000000,1371.700000,3729.000000,1062.297886
1000,3.203324,30,66.000000,83.233333,128.000000,17.446832
1000,13.126307,120,53.000000,1865.650000,5212.000000,1508.573474
1000,14.311348,130,38.000000,2492.915385,6479.000000,1856.223490
1000,5.407589,50,40.000000,71.280000,125.000000,20.900190
1000,2.096108,20,70.000000,86.650000,118.000000,14.586493
1,478.279915,4010,0.000000,0.696758,25.000000,1.501247
1,100.989878,1010,0.000000,0.863366,34.000000,1.564961
1,977.929451,7010,0.000000,1.139658,59.000000,4.112248
1,233.616681,2010,0.000000,0.937811,59.000000,3.072966
1,980.293413,6010,0.000000,0.806323,28.000000,2.236721
1,0.999201,10,1.000000,1.300000,2.000000,0.483046
1,934.440177,5010,0.000000,0.833733,28.000000,2.090606
1,320.036848,3010,0.000000,0.801661,35.000000,1.626119
10,987.465426,5810,0.000000,205.398623,980.000000,180.261260
10,980.525865,7610,1.000000,349.360841,1595.000000,281.925899
10,321.774489,2510,0.000000,1.296016,31.000000,2.216739
10,142.080435,1410,0.000000,1.193617,28.000000,1.405692
10,329.869210,3010,0.000000,1.364120,36.000000,2.714811
10,54.491504,510,0.000000,1.150980,6.000000,0.632105
10,977.634365,5210,0.000000,288.701919,1295.000000,222.795776
10,43.290678,410,0.000000,1.212195,4.000000,0.560604
10,21.984319,210,0.000000,1.347619,21.000000,1.469993
